Date,Open
01/19/2016,"1,089.70"
01/18/2016,"1,089.30"
01/15/2016,"1,077.20"
01/14/2016,"1,093.50"
01/13/2016,"1,087.30"
01/12/2016,"1,094.00"
01/11/2016,"1,106.00"
01/08/2016,"1,108.70"
01/07/2016,"1,092.70"
01/06/2016,"1,077.40"
01/05/2016,"1,076.60"
01/04/2016,"1,062.50"
12/31/2015,"1,062.30"
12/30/2015,"1,060.10"
12/29/2015,"1,068.30"
12/28/2015,"1,075.20"
12/24/2015,"1,069.60"
12/23/2015,"1,072.00"
12/22/2015,"1,078.00"
12/21/2015,"1,065.20"
12/18/2015,"1,051.50"
12/17/2015,"1,072.20"
12/16/2015,"1,060.30"
12/15/2015,"1,059.80"
12/14/2015,"1,073.00"
12/11/2015,"1,071.40"
12/10/2015,"1,071.70"
12/09/2015,"1,074.30"
12/08/2015,"1,069.70"
12/07/2015,"1,085.50"
12/04/2015,"1,062.00"
12/03/2015,"1,053.50"
12/02/2015,"1,067.90"
12/01/2015,"1,064.60"
11/30/2015,"1,056.00"
11/27/2015,"1,070.60"
11/26/2015,"1,070.60"
11/25/2015,"1,074.70"
11/24/2015,"1,069.90"
11/23/2015,"1,075.00"
11/20/2015,"1,081.70"
11/19/2015,"1,073.10"
11/18/2015,"1,069.20"
11/17/2015,"1,083.30"
11/16/2015,"1,087.60"
11/13/2015,"1,084.00"
11/12/2015,"1,086.80"
11/11/2015,"1,092.50"
11/10/2015,"1,090.50"
11/09/2015,"1,089.00"
11/06/2015,"1,107.70"
11/05/2015,"1,109.90"
11/04/2015,"1,121.00"
11/03/2015,"1,135.50"
11/02/2015,"1,141.10"
10/30/2015,"1,142.40"
10/29/2015,"1,147.70"
10/28/2015,"1,166.70"
10/27/2015,"1,163.00"
10/26/2015,"1,163.80"
10/23/2015,"1,165.90"
10/22/2015,"1,166.80"
10/21/2015,"1,175.50"
10/20/2015,"1,170.60"
10/19/2015,"1,176.90"
10/16/2015,"1,182.50"
10/15/2015,"1,184.00"
10/14/2015,"1,168.20"
10/13/2015,"1,162.80"
10/12/2015,"1,155.00"
10/09/2015,"1,138.10"
10/08/2015,"1,145.00"
10/07/2015,"1,146.50"
10/06/2015,"1,134.70"
10/05/2015,"1,137.00"
10/02/2015,"1,112.50"
10/01/2015,"1,114.50"
09/30/2015,"1,127.20"
09/29/2015,"1,131.40"
09/28/2015,"1,146.90"
09/25/2015,"1,149.70"
09/24/2015,"1,130.20"
09/23/2015,"1,124.60"
09/22/2015,"1,132.50"
09/21/2015,"1,138.30"
09/18/2015,"1,130.50"
09/17/2015,"1,120.80"
09/16/2015,"1,105.10"
09/15/2015,"1,106.90"
